Errors:
Line Error (9): 20:06:58.087999 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2024): 20:08:39.861026 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2025): 20:08:39.861079 ARP, Request who-has 192.168.10.162 tell 192.168.10.91, length 46
Line Error (2026): 20:08:40.100947 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (2027): 20:08:40.206723 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2028): 20:08:40.721298 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2029): 20:08:41.064796 AT 65280.129.6 > 0.6:  at-#6 25
Line Error (2030): 20:08:41.100907 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (2035): 20:08:41.316727 ARP, Request who-has 192.168.10.139 (ff:ff:ff:ff:ff:ff) tell 192.168.10.79, length 46
Line Error (2036): 20:08:41.719683 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2042): 20:08:42.753347 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2044): 20:08:42.864276 AT 65280.128.6 > 0.6:  at-#6 25
Line Error (2045): 20:08:43.388329 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2049): 20:08:44.393127 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2054): 20:08:44.695142 ARP, Request who-has 192.168.10.157 tell 192.168.10.3, length 46
Line Error (2095): 20:08:47.442500 ARP, Request who-has 192.168.10.1 tell 192.168.10.253, length 46
Line Error (2096): 20:08:47.442507 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2099): 20:08:47.802259 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2138): 20:08:48.248901 ARP, Reply 192.168.10.93 is-at 24:52:6a:9e:fa:67, length 46
Line Error (2163): 20:08:48.382922 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2218): 20:08:49.288667 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (2243): 20:08:49.392011 ARP, Request who-has 192.168.10.1 (00:08:a2:0e:fd:02) tell 192.168.10.3, length 46
Line Error (2244): 20:08:49.392015 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2245): 20:08:49.392021 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2378): 20:08:50.100995 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (2423): 20:08:50.830231 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2440): 20:08:51.085925 AT 65280.129.6 > 0.6:  at-#6 25
Line Error (2441): 20:08:51.100900 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (2448): 20:08:51.493537 ARP, Request who-has 192.168.10.1 (ff:ff:ff:ff:ff:ff) tell 192.168.10.83, length 46
Line Error (2449): 20:08:51.493542 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2450): 20:08:51.719312 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2475): 20:08:52.153797 ARP, Request who-has 192.168.10.1 (ff:ff:ff:ff:ff:ff) tell 192.168.10.82, length 46
Line Error (2476): 20:08:52.153802 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2493): 20:08:52.717719 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2498): 20:08:52.838142 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2499): 20:08:52.885404 AT 65280.128.6 > 0.6:  at-#6 25
Line Error (2502): 20:08:53.018204 ARP, Request who-has 192.168.10.1 tell 192.168.10.206, length 46
Line Error (2503): 20:08:53.018208 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2507): 20:08:53.027869 ARP, Request who-has 192.168.10.3 tell 192.168.10.206, length 46
Line Error (2508): 20:08:53.028712 ARP, Request who-has 192.168.10.206 tell 192.168.10.3, length 46
Line Error (2533): 20:08:53.387383 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2550): 20:08:54.391642 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2659): 20:08:57.867472 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2666): 20:08:58.384965 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2668): 20:08:59.254864 ARP, Request who-has 192.168.10.33 tell 192.168.10.180, length 46
Line Error (2670): 20:08:59.389811 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2694): 20:09:00.213643 ARP, Request who-has 192.168.10.1 tell 192.168.10.18, length 46
Line Error (2695): 20:09:00.213649 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2703): 20:09:00.970251 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2704): 20:09:01.096097 ARP, Request who-has 192.168.10.180 (ff:ff:ff:ff:ff:ff) tell 192.168.10.37, length 46
Line Error (2705): 20:09:01.106878 AT 65280.129.6 > 0.6:  at-#6 25
Line Error (2727): 20:09:01.718936 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2747): 20:09:02.717346 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (2753): 20:09:02.896989 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2754): 20:09:02.906517 AT 65280.128.6 > 0.6:  at-#6 25
Line Error (2764): 20:09:03.362045 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (2798): 20:09:03.887593 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2803): 20:09:04.888440 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2804): 20:09:05.026188 ARP, Request who-has 192.168.10.1 tell 192.168.10.94, length 46
Line Error (2805): 20:09:05.026192 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2813): 20:09:05.984146 ARP, Request who-has 192.168.10.1 tell 192.168.10.17, length 46
Line Error (2814): 20:09:05.984150 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2816): 20:09:06.331044 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (2821): 20:09:06.862277 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (2822): 20:09:07.025406 ARP, Request who-has 192.168.10.1 tell 192.168.10.93, length 46
Line Error (2823): 20:09:07.025410 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (2826): 20:09:07.581304 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2827): 20:09:07.815570 ARP, Request who-has 192.168.10.20 (ff:ff:ff:ff:ff:ff) tell 192.168.10.20, length 46
Line Error (2828): 20:09:07.862291 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (2859): 20:09:08.389820 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2864): 20:09:08.576620 ARP, Request who-has 192.168.10.180 (ff:ff:ff:ff:ff:ff) tell 192.168.10.79, length 46
Line Error (2905): 20:09:09.175369 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (2919): 20:09:09.391779 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2928): 20:09:09.805746 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (2935): 20:09:10.331266 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (2942): 20:09:10.813110 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (2943): 20:09:10.862434 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (2946): 20:09:11.127870 AT 65280.129.6 > 0.6:  at-#6 25
Line Error (2954): 20:09:11.862514 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (2963): 20:09:12.927621 AT 65280.128.6 > 0.6:  at-#6 25
Line Error (2971): 20:09:13.972935 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2979): 20:09:14.882450 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (2991): 20:09:15.297474 ARP, Request who-has 192.168.10.3 (ff:ff:ff:ff:ff:ff) tell 192.168.10.101, length 46
Line Error (2992): 20:09:15.317974 ARP, Request who-has 192.168.10.3 (ff:ff:ff:ff:ff:ff) tell 192.168.10.101, length 46
Line Error (2995): 20:09:15.338976 ARP, Request who-has 192.168.10.3 (ff:ff:ff:ff:ff:ff) tell 192.168.10.101, length 46
Line Error (3000): 20:09:15.880389 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3010): 20:09:17.314594 ARP, Request who-has 192.168.10.101 tell 192.168.10.3, length 46
Line Error (3014): 20:09:18.010831 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3019): 20:09:18.101053 ARP, Request who-has 192.168.10.1 (00:08:a2:0e:fd:02) tell 192.168.10.70, length 46
Line Error (3020): 20:09:18.101057 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (3023): 20:09:18.331648 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (3025): 20:09:18.684743 ARP, Request who-has 192.168.10.1 tell 192.168.10.16, length 46
Line Error (3026): 20:09:18.684747 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (3055): 20:09:18.862838 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (3056): 20:09:18.893271 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3067): 20:09:19.862852 ARP, Request who-has 192.168.10.182 tell 192.168.10.91, length 46
Line Error (3068): 20:09:19.886848 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3079): 20:09:20.140087 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (3099): 20:09:20.806409 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (3102): 20:09:21.148913 AT 65280.129.6 > 0.6:  at-#6 25
Line Error (3174): 20:09:21.808110 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (3205): 20:09:22.948819 AT 65280.128.6 > 0.6:  at-#6 25
Line Error (3227): 20:09:24.064362 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3239): 20:09:24.893550 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3246): 20:09:25.555097 ARP, Request who-has 192.168.10.180 tell 192.168.10.3, length 46
Line Error (3252): 20:09:25.882673 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3255): 20:09:26.187813 ARP, Request who-has 192.168.10.1 (00:08:a2:0e:fd:02) tell 192.168.10.249, length 46
Line Error (3256): 20:09:26.187817 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (3285): 20:09:26.891466 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3387): 20:09:27.881753 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3412): 20:09:28.086605 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3416): 20:09:28.889329 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3417): 20:09:28.952059 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3418): 20:09:29.086432 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (3419): 20:09:29.211730 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (3461): 20:09:29.601198 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (3464): 20:09:29.811815 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (3465): 20:09:29.882139 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3466): 20:09:29.882144 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3475): 20:09:30.601240 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (3478): 20:09:30.804295 ARP, Request who-has 192.168.10.5 tell 192.168.10.139, length 46
Line Error (3479): 20:09:30.888138 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3485): 20:09:31.169939 AT 65280.129.6 > 0.6:  at-#6 25
Line Error (3499): 20:09:31.227974 ARP, Request who-has 192.168.10.1 tell 192.168.10.246, length 46
Line Error (3500): 20:09:31.227979 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (3519): 20:09:32.239916 ARP, Request who-has 192.168.10.6 tell 192.168.10.3, length 46
Line Error (3520): 20:09:32.363374 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3556): 20:09:32.964246 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3557): 20:09:32.969898 AT 65280.128.6 > 0.6:  at-#6 25
Line Error (3569): 20:09:33.891363 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3570): 20:09:34.127177 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3609): 20:09:34.740915 ARP, Request who-has 192.168.10.1 tell 192.168.10.80, length 46
Line Error (3610): 20:09:34.740920 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (3611): 20:09:34.879198 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3612): 20:09:34.879204 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3640): 20:09:35.301092 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3670): 20:09:35.863521 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3671): 20:09:35.888575 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3699): 20:09:36.863595 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3700): 20:09:36.927821 ARP, Request who-has 192.168.10.94 tell 192.168.10.94, length 46
Line Error (3710): 20:09:38.984342 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3711): 20:09:39.026563 ARP, Request who-has 192.168.10.93 tell 192.168.10.93, length 46
Line Error (3714): 20:09:39.289081 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (3715): 20:09:39.301283 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3743): 20:09:39.863722 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3745): 20:09:39.894473 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3746): 20:09:40.101275 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (3748): 20:09:40.214372 ARP, Request who-has 192.168.10.1 tell 192.168.10.18, length 46
Line Error (3749): 20:09:40.214375 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (3750): 20:09:40.235716 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (3751): 20:09:40.863652 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3752): 20:09:40.885399 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3754): 20:09:40.979841 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3755): 20:09:41.101261 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (3756): 20:09:41.191059 AT 65280.129.6 > 0.6:  at-#6 25
Line Error (3757): 20:09:41.218241 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (3767): 20:09:41.744079 IP 192.168.10.206 > 224.0.0.22: igmp
Line Error (3768): 20:09:41.749391 IP 192.168.10.206 > 224.0.0.22: igmp
Line Error (3769): 20:09:41.752104 ARP, Request who-has 192.168.10.1 tell 192.168.10.206, length 46
Line Error (3770): 20:09:41.752109 ARP, Reply 192.168.10.1 is-at 00:08:a2:0e:fd:02, length 28
Line Error (3771): 20:09:41.752571 IP 192.168.10.206 > 224.0.0.22: igmp
Line Error (3772): 20:09:41.752714 IP 192.168.10.206 > 224.0.0.22: igmp
Line Error (3777): 20:09:41.887725 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3781): 20:09:42.216650 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (3782): 20:09:42.216956 IP 192.168.10.206 > 224.0.0.22: igmp
Line Error (3792): 20:09:42.887219 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3795): 20:09:42.991020 AT 65280.128.6 > 0.6:  at-#6 25
Line Error (3809): 20:09:43.863911 ARP, Request who-has 192.168.10.177 tell 192.168.10.91, length 46
Line Error (3810): 20:09:43.991350 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3814): 20:09:44.885382 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3834): 20:09:45.884050 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3837): 20:09:46.535924 ARP, Request who-has 192.168.10.177 tell 192.168.10.91, length 46
Line Error (3842): 20:09:47.317191 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3843): 20:09:47.363993 ARP, Request who-has 192.168.10.177 tell 192.168.10.91, length 46
Line Error (3846): 20:09:47.864006 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3874): 20:09:48.080183 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3879): 20:09:48.364046 ARP, Request who-has 192.168.10.177 tell 192.168.10.91, length 46
Line Error (3886): 20:09:48.864044 ARP, Request who-has 192.168.10.179 tell 192.168.10.91, length 46
Line Error (3888): 20:09:48.883283 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3907): 20:09:49.244971 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3911): 20:09:49.289024 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (3974): 20:09:49.892016 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (3975): 20:09:49.892046 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (3978): 20:09:50.101256 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (3988): 20:09:50.536058 ARP, Request who-has 192.168.10.177 tell 192.168.10.91, length 46
Line Error (3993): 20:09:50.656441 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (4015): 20:09:50.880706 ARP, Request who-has 192.168.10.31 tell 192.168.10.173, length 46
Line Error (4025): 20:09:51.100537 ARP, Request who-has 192.168.10.182 tell 192.168.10.173, length 46
Line Error (4026): 20:09:51.101184 ARP, Request who-has 192.168.10.5 tell 192.168.10.70, length 46
Line Error (4027): 20:09:51.212054 AT 65280.129.6 > 0.6:  at-#6 25
Line Error (4028): 20:09:51.217864 ARP, Request who-has 192.168.10.5 tell 192.168.10.206, length 46
Line Error (4029): 20:09:51.229216 ARP, Reply 192.168.10.93 is-at 24:52:6a:9e:fa:67, length 46
Line Error (4034): 20:09:51.364184 ARP, Request who-has 192.168.10.177 tell 192.168.10.91, length 46
